States,District,Town,Lat,Lon
Sarawak,Limbang,Limbang,4.7549,114.8559
Sarawak,Limbang,Limbang,4.7579,115.0078
Sarawak,Limbang,Limbang,4.755,115.0096
Sarawak,Limbang,Limbang,4.4538,115.0571
Sarawak,Limbang,Limbang,4.0734,115.3149
Sarawak,Lubok Antu,Lubok Antu,1.1487,111.6611
Sarawak,Lubok Antu,Lubok Antu,1.1363,111.6688
Sarawak,Lubok Antu,Lubok Antu,1.2397,111.8251
Sarawak,Lubok Antu,Lubok Antu,1.0104,111.8339
Sarawak,Lubok Antu,Lubok Antu,1.0887,111.8828
Sarawak,Lubok Antu,Lubok Antu,1.2315,111.9499
Sarawak,Lundu,Lundu,1.7497,109.7889
Sarawak,Lundu,Lundu,1.5425,109.8411
Sarawak,Lundu,Lundu,1.6832,109.8514
Sarawak,Lundu,Lundu,1.6713,109.854
Sarawak,Lundu,Lundu,1.6379,109.9571
Sarawak,Lundu,Lundu,1.6214,110.1047
Sarawak,Maradong,Maradong,2.2324,111.5223
Sarawak,Maradong,Maradong,2.2077,111.6266
Sarawak,Maradong,Maradong,2.1686,111.6345
Sarawak,Maradong,Maradong,2.1703,111.6362
Sarawak,Maradong,Maradong,2.067,111.7022
Sarawak,Maradong,Maradong,2.1267,111.7701
Sarawak,Marudi,Marudi,4.3356,114.2659
Sarawak,Marudi,Marudi,4.2913,114.2963
Sarawak,Marudi,Marudi,4.1788,114.3197
Sarawak,Marudi,Marudi,4.1783,114.3265
Sarawak,Marudi,Marudi,4.2458,114.4409
Sarawak,Marudi,Marudi,4.0983,114.4578
Sarawak,Matu,Matu,2.6377,111.5187
Sarawak,Matu,Matu,2.6697,111.5398
Sarawak,Matu,Matu,2.672,111.5627
Sarawak,Matu,Matu,2.7158,111.5659
Sarawak,Matu,Matu,2.7382,111.6362
Sarawak,Matu,Matu,2.7948,111.6835
Sarawak,Miri,Miri,3.7495,113.7874
Sarawak,Miri,Miri,3.6056,113.8107
Sarawak,Miri,Miri,4.4011,113.992
Sarawak,Miri,Miri,4.3967,113.9931
Sarawak,Miri,Miri,4.3088,114.0175
Sarawak,Miri,Miri,4.5411,114.1185
Sarawak,Mukah,Mukah,2.8395,112.049
Sarawak,Mukah,Mukah,2.8973,112.0893
Sarawak,Mukah,Mukah,2.8949,112.0915
Sarawak,Mukah,Mukah,2.6077,112.2148
Sarawak,Mukah,Mukah,2.9047,112.2649
Sarawak,Mukah,Mukah,2.7778,112.3116
Sarawak,Padawan,Padawan,1.4261,110.3249
Sarawak,Padawan,Padawan,1.4274,110.3257
Sarawak,Padawan,Padawan,1.425,110.3265
Sarawak,Padawan,Padawan,1.4241,110.3267
Sarawak,Padawan,Padawan,1.4254,110.3273
Sarawak,Padawan,Padawan,1.4289,110.3276
Sarawak,Pakan,Pakan,1.9042,111.5955
Sarawak,Pakan,Pakan,1.8941,111.6798
Sarawak,Pakan,Pakan,1.8952,111.6804
Sarawak,Pakan,Pakan,1.9708,111.6848
Sarawak,Pakan,Pakan,1.7615,111.6857
Sarawak,Pakan,Pakan,1.8603,111.7081
Sarawak,Samarahan,Samarahan,1.4893,110.4073
Sarawak,Samarahan,Samarahan,1.3823,110.4359
Sarawak,Samarahan,Samarahan,1.4381,110.4571
Sarawak,Samarahan,Samarahan,1.4592,110.477
Sarawak,Samarahan,Samarahan,1.4598,110.4955
Sarawak,Samarahan,Samarahan,1.4605,110.6323
Sarawak,Saratok,Saratok,1.7159,111.3008
Sarawak,Saratok,Saratok,1.7513,111.3026
Sarawak,Saratok,Saratok,1.7913,111.3121
Sarawak,Saratok,Saratok,1.7486,111.3362
Sarawak,Saratok,Saratok,1.7384,111.3377
Sarawak,Saratok,Saratok,1.753,111.3414
Sarawak,Sarikei,Sarikei,2.0919,111.3727
Sarawak,Sarikei,Sarikei,2.0315,111.5108
Sarawak,Sarikei,Sarikei,2.1312,111.5221
Sarawak,Sarikei,Sarikei,2.1304,111.5247
Sarawak,Sarikei,Sarikei,2.1192,111.528
Sarawak,Sarikei,Sarikei,2.1179,111.5693
Sarawak,Selagau,Selangau,2.5243,112.325
Sarawak,Selagau,Selangau,2.5251,112.3256
Sarawak,Selagau,Selangau,2.5232,112.3258
Sarawak,Selagau,Selangau,2.5225,112.3261
Sarawak,Selagau,Selangau,2.5246,112.3262
Sarawak,Selagau,Selangau,2.5231,112.327
Sarawak,Serian,Serian,1.2628,110.5391
Sarawak,Serian,Serian,1.1672,110.5664
Sarawak,Serian,Serian,1.1731,110.5672
Sarawak,Serian,Serian,1.2155,110.5741
Sarawak,Serian,Serian,1.0507,110.5796
Sarawak,Serian,Serian,1.164,110.6538
Sarawak,Sibu,Sibu,2.3315,111.6969
Sarawak,Sibu,Sibu,2.2956,111.824
Sarawak,Sibu,Sibu,2.2931,111.842
Sarawak,Sibu,Sibu,2.3027,111.8864
Sarawak,Sibu,Sibu,2.4632,111.8946
Sarawak,Sibu,Sibu,2.1284,111.9029
Sarawak,Simunjan,Simunjan,1.2381,110.7714
Sarawak,Simunjan,Simunjan,1.0871,110.8881
Sarawak,Simunjan,Simunjan,1.186,110.9033
Sarawak,Simunjan,Simunjan,1.1973,110.9248
Sarawak,Simunjan,Simunjan,1.1246,110.9326
Sarawak,Simunjan,Simunjan,1.0823,110.9633
Sarawak,Song,Song,2.0002,112.5413
Sarawak,Song,Song,2.0075,112.5482
Sarawak,Song,Song,2.0005,112.549
Sarawak,Song,Song,1.6475,112.6978
Sarawak,Song,Song,1.8396,112.7143
Sarawak,Song,Song,1.7051,112.7747
Sarawak,Sri Aman,Sri Aman,1.2713,111.3821
Sarawak,Sri Aman,Sri Aman,1.1862,111.4494
Sarawak,Sri Aman,Sri Aman,1.2307,111.4561
Sarawak,Sri Aman,Sri Aman,1.2341,111.4634
Sarawak,Sri Aman,Sri Aman,1.2967,111.4906
Sarawak,Sri Aman,Sri Aman,1.2027,111.5146
Sarawak,Tatau,Tatau,3.0045,112.8478
Sarawak,Tatau,Tatau,2.8888,112.8486
Sarawak,Tatau,Tatau,2.8779,112.8506
Sarawak,Tatau,Tatau,2.8711,112.8515
Sarawak,Tatau,Tatau,2.8804,112.8545
Sarawak,Tatau,Tatau,2.9105,112.8581
Selangor,Gombak,Rawang,3.2826,101.5263
Selangor,Gombak,Rawang,3.2394,101.5407
Selangor,Gombak,Rawang,3.3192,101.5745
Selangor,Gombak,Rawang,3.31192,101.57952
Selangor,Gombak,Rawang,3.325116,101.581345
Selangor,Gombak,Rawang,3.3132,101.58653
Selangor,Gombak,Rawang,3.312745,101.595481
Selangor,Gombak,Rawang,3.3004,101.6403
Selangor,Gombak,Rawang,3.2638,101.6843
Selangor,Gombak,Rawang,3.321731,101.089
Selangor,Hulu Bernam,Hulu Bernam,3.677772,101.386577
Selangor,Hulu Bernam,Hulu Bernam,3.7236,101.3889
Selangor,Hulu Bernam,Hulu Bernam,3.7018,101.3918
Selangor,Hulu Bernam,Hulu Bernam,3.6608,101.397
Selangor,Hulu Bernam,Hulu Bernam,3.7107,101.4308
Selangor,Hulu Bernam,Hulu Bernam,3.65209,101.449532
Selangor,Hulu Bernam,Hulu Bernam,3.65,101.4746
Selangor,Hulu Bernam,Hulu Bernam,3.630702,101.507358
Selangor,Hulu Bernam,Hulu Bernam,3.710771,101.572438
Selangor,Hulu Bernam,Hulu Bernam,3.68058,101.585301
Selangor,Hulu Langat,Hulu Langat,3.0904,101.7935
Selangor,Hulu Langat,Hulu Langat,3.116059,101.810513
Selangor,Hulu Langat,Hulu Langat,3.117392,101.817009
Selangor,Hulu Langat,Hulu Langat,3.11278,101.819643
Selangor,Hulu Langat,Hulu Langat,3.124848,101.822201
Selangor,Hulu Langat,Hulu Langat,3.117637,101.823477
Selangor,Hulu Langat,Hulu Langat,3.1284,101.8279
Selangor,Hulu Langat,Hulu Langat,3.1355,101.8349
Selangor,Hulu Langat,Hulu Langat,3.1997,101.8567
Selangor,Hulu Langat,Hulu Langat,3.1593,101.8911
Selangor,Hulu Selangor,Kuala Kubu Baru,3.566212,101.650517
Selangor,Hulu Selangor,Kuala Kubu Baru,3.5628,101.656
Selangor,Hulu Selangor,Kuala Kubu Baru,3.5617,101.6572
Selangor,Hulu Selangor,Kuala Kubu Baru,3.557603,101.657713
Selangor,Hulu Selangor,Kuala Kubu Baru,3.5621,101.6588
Selangor,Hulu Selangor,Kuala Kubu Baru,3.575075,101.659806
Selangor,Hulu Selangor,Kuala Kubu Baru,3.5635,101.6607
Selangor,Hulu Selangor,Kuala Kubu Baru,3.566466,101.662051
Selangor,Hulu Selangor,Kuala Kubu Baru,3.564989,101.668788
Selangor,Hulu Selangor,Kuala Kubu Baru,3.5736,101.6729
Selangor,Klang,Klang,3.0426,101.4208
Selangor,Klang,Klang,3.0693,101.4247
Selangor,Klang,Klang,3.047138,101.435094
Selangor,Klang,Klang,3.04332,101.43819
Selangor,Klang,Klang,3.0453,101.4449
Selangor,Klang,Klang,3.031562,101.447172
Selangor,Klang,Klang,3.044471,101.447597
Selangor,Klang,Klang,3.050714,101.4496
Selangor,Klang,Klang,3.0239,101.4591
Selangor,Klang,Klang,3.0534,101.4678
Selangor,Kuala Langat,Banting,2.877,101.3142
Selangor,Kuala Langat,Banting,2.798539,101.49348
Selangor,Kuala Langat,Banting,2.936,101.4941
Selangor,Kuala Langat,Banting,2.808355,101.497322
Selangor,Kuala Langat,Banting,2.8002,101.501
Selangor,Kuala Langat,Banting,2.815347,101.501003
Selangor,Kuala Langat,Banting,2.815,101.5061
Selangor,Kuala Langat,Banting,2.811455,101.509303
Selangor,Kuala Langat,Banting,2.820898,101.515871
Selangor,Kuala Langat,Banting,2.8866,101.5449
Selangor,Kuala Selangor,Sekinchan,3.558,101.08
Selangor,Kuala Selangor,Sekinchan,3.525,101.12
Selangor,Kuala Selangor,Sekinchan,3.5919,101.127
Selangor,Kuala Selangor,Sekinchan,3.46,101.128
Selangor,Kuala Selangor,Sekinchan,3.534833,101.1576
Selangor,Kuala Selangor,Kuala Selangor,3.335555,101.24994
Selangor,Kuala Selangor,Kuala Selangor,3.3322,101.2501
Selangor,Kuala Selangor,Kuala Selangor,3.339797,101.251275
Selangor,Kuala Selangor,Kuala Selangor,3.3884,101.2557
Selangor,Kuala Selangor,Kuala Selangor,3.33295,101.255736
Selangor,Kuala Selangor,Kuala Selangor,3.328376,101.258285
Selangor,Kuala Selangor,Kuala Selangor,3.330133,101.26311
Selangor,Kuala Selangor,Kuala Selangor,3.3494,101.2847
Selangor,Kuala Selangor,Kuala Selangor,3.3355,101.2976
Selangor,Kuala Selangor,Kuala Selangor,3.3574,101.3154
Selangor,Petaling,Shah Alam,3.067605,101.481994
Selangor,Petaling,Shah Alam,3.092206,101.4864
Selangor,Petaling,Shah Alam,3.0584,101.4939
Selangor,Petaling,Sg Buloh,3.205,101.499
Selangor,Petaling,Shah Alam,3.1349,101.5051
Selangor,Petaling,Shah Alam,3.086693,101.51075
Selangor,Petaling,Shah Alam,3.1064,101.515
Selangor,Petaling,Shah Alam,3.036081,101.518569
Selangor,Petaling,Shah Alam,3.070311,101.518746
Selangor,Petaling,Shah Alam,3.0415,101.521
Selangor,Petaling,Shah Alam,3.081808,101.524998
Selangor,Petaling,Shah Alam,3.048317,101.525676
Selangor,Petaling,Shah Alam,3.059438,101.530491
Selangor,Petaling,Shah Alam,3.027436,101.538889
Selangor,Petaling,Sg Buloh,3.1979,101.5406
Selangor,Petaling,Shah Alam,3.047,101.543
Selangor,Petaling,Sg Buloh,3.1733,101.5449
Selangor,Petaling,Shah Alam,3.090157,101.546923
Selangor,Petaling,Sg Buloh,3.231,101.552
Selangor,Petaling,Sg Buloh,3.226817,101.555838
Selangor,Petaling,Damansara,3.1229,101.556
Selangor,Petaling,Sg Buloh,3.212906,101.55648
Selangor,Petaling,Sg Buloh,3.200018,101.558605
Selangor,Petaling,Shah Alam,3.1061,101.56
Selangor,Petaling,Sg Buloh,3.207605,101.563295
Selangor,Petaling,Shah Alam,3.0046,101.5669
Selangor,Petaling,Sg Buloh,3.217926,101.571533
Selangor,Petaling,Damansara,3.1419,101.575
Selangor,Petaling,Sg Buloh,3.1973,101.579
Selangor,Petaling,Damansara,3.192129,101.591966
Selangor,Petaling,Damansara,3.1604,101.599
Selangor,Petaling,Damansara,3.192355,101.599282
Selangor,Petaling,Damansara,3.182345,101.600081
Selangor,Petaling,Damansara,3.158,101.6033
Selangor,Petaling,Damansara,3.1217,101.612
Selangor,Petaling,Damansara,3.188477,101.614212
Selangor,Petaling,Damansara,3.195084,101.616157
Selangor,Petaling,Shah Alam,3.1198,101.6369
Selangor,Sabak Bernam,Sabak Bernam,3.77644,100.869911
Selangor,Sabak Bernam,Sabak Bernam,3.787745,100.89463
Selangor,Sabak Bernam,Sabak Bernam,3.695245,100.932739
Selangor,Sabak Bernam,Sabak Bernam,3.75,100.937
Selangor,Sabak Bernam,Sabak Bernam,3.722019,100.9427
Selangor,Sabak Bernam,Sabak Bernam,3.768218,100.948189
Selangor,Sabak Bernam,Sabak Bernam,3.802818,100.963295
Selangor,Sabak Bernam,Sabak Bernam,3.73623,100.964
Selangor,Sabak Bernam,Sabak Bernam,3.761384,100.965156
Selangor,Sabak Bernam,Sabak Bernam,3.761366,100.969131
Selangor,Sabak Bernam,Sabak Bernam,3.7626,100.9878
Selangor,Sabak Bernam,Sabak Bernam,3.76582,100.989731
Selangor,Sabak Bernam,Sabak Bernam,3.7112,101.0016
Selangor,Sabak Bernam,Sabak Bernam,3.766848,101.003464
Selangor,Sabak Bernam,Sabak Bernam,3.759996,101.01857
Selangor,Sabak Bernam,Sabak Bernam,3.7801,101.0219
Selangor,Sabak Bernam,Sabak Bernam,3.801105,101.02475
Selangor,Sabak Bernam,Sabak Bernam,3.785004,101.052559
Selangor,Sabak Bernam,Sabak Bernam,3.595,101.086
Selangor,Sabak Bernam,Sabak Bernam,3.5497,101.0873
Selangor,Sabak Bernam,Sabak Bernam,3.597,101.1346
Selangor,Sabak Bernam,Sabak Bernam,3.5526,101.163
Selangor,Sabak Bernam,Sabak Bernam,3.6068,101.2094
Selangor,Sabak Bernam,Sabak Bernam,3.6468,101.299
Selangor,Sepang,KLIA,2.743447,101.684551
Selangor,Sepang,KLIA,2.742212,101.696862
Selangor,Sepang,KLIA,2.747568,101.7016
Selangor,Sepang,Sepang,2.804105,101.702999
Selangor,Sepang,KLIA,2.753596,101.714443
Selangor,Sepang,Sepang,2.8062,101.7149
Selangor,Sepang,KLIA,2.7198,101.715
Selangor,Sepang,Sepang,2.781028,101.715183
Selangor,Sepang,Sepang,2.8295,101.7163
Selangor,Sepang,KLIA,2.7315,101.7175
Selangor,Sepang,Sepang,2.804624,101.730263
Selangor,Sepang,Sepang,2.7047,101.7334
Selangor,Sepang,Sepang,2.704164,101.734783
Selangor,Sepang,Sepang,2.816941,101.739252
Selangor,Sepang,Sepang,2.7664,101.7417
Selangor,Sepang,Sepang,2.6884,101.7502
Terengganu,Besut,Jerteh,5.6935,102.5263
Terengganu,Besut,Jerteh,5.6143,102.5593
Terengganu,Besut,Jerteh,5.7455,102.5593
Terengganu,Besut,Jerteh,5.5897,102.5785
Terengganu,Besut,Jerteh,5.633898,102.604589
Terengganu,Besut,Jerteh,5.652285,102.613538
Terengganu,Besut,Jerteh,5.670959,102.641542
Terengganu,Besut,Jerteh,5.644815,102.647316
Terengganu,Dungun,Dungun,4.8024,103.2513
Terengganu,Dungun,Dungun,4.7189,103.3481
Terengganu,Dungun,Dungun,4.759181,103.359154
Terengganu,Dungun,Dungun,4.7962,103.368
Terengganu,Dungun,Dungun,4.77749,103.390999
Terengganu,Dungun,Dungun,4.73333,103.403
Terengganu,Dungun,Dungun,4.767662,103.413469
Terengganu,Dungun,Dungun,4.746791,103.4157
Terengganu,Hulu Terengganu,Kuala Berang,5.1766,102.829
Terengganu,Hulu Terengganu,Kuala Berang,5.2655,102.8949
Terengganu,Hulu Terengganu,Kuala Berang,5.1014,102.8963
Terengganu,Hulu Terengganu,Kuala Berang,5.152,102.9704
Terengganu,Hulu Terengganu,Kuala Berang,5.074172,103.007841
Terengganu,Hulu Terengganu,Kuala Berang,5.071864,103.011274
Terengganu,Hulu Terengganu,Kuala Berang,5.074813,103.013591
Terengganu,Hulu Terengganu,Kuala Berang,5.078404,103.01814
Terengganu,Kemaman,Chukai,4.1729,103.2603
Terengganu,Kemaman,Chukai,4.2366,103.3029
Terengganu,Kemaman,Chukai,4.3749,103.329
Terengganu,Kemaman,Chukai,4.2846,103.3475
Terengganu,Kemaman,Chukai,4.232452,103.365823
Terengganu,Kemaman,Chukai,4.227688,103.367709
Terengganu,Kemaman,Chukai,4.220643,103.413194
Terengganu,Kemaman,Chukai,4.231086,103.421348
Terengganu,Kuala Nerus,Gong Badak,5.3765,103.038
Terengganu,Kuala Nerus,Gong Badak,5.3707,103.0531
Terengganu,Kuala Nerus,Gong Badak,5.401458,103.086849
Terengganu,Kuala Nerus,Gong Badak,5.40255,103.086907
Terengganu,Kuala Nerus,Gong Badak,5.40522,103.086907
Terengganu,Kuala Nerus,Gong Badak,5.3656,103.0888
Terengganu,Kuala Nerus,Gong Badak,5.400136,103.088903
Terengganu,Kuala Nerus,Gong Badak,5.3748,103.1084
Terengganu,Kuala Terengganu,Kuala Terengganu,5.237,102.9944
Terengganu,Kuala Terengganu,Kuala Terengganu,5.4065,103.0342
Terengganu,Kuala Terengganu,Kuala Terengganu,5.1878,103.0466
Terengganu,Kuala Terengganu,Kuala Terengganu,5.315637,103.095697
Terengganu,Kuala Terengganu,Kuala Terengganu,5.292391,103.111833
Terengganu,Kuala Terengganu,Kuala Terengganu,5.357683,103.119043
Terengganu,Kuala Terengganu,Kuala Terengganu,5.2849,103.1386
Terengganu,Kuala Terengganu,Kuala Terengganu,5.284186,103.166078
Terengganu,Marang,Marang,5.1419,103.1551
Terengganu,Marang,Marang,5.217746,103.201014
Terengganu,Marang,Marang,5.213223,103.203208
Terengganu,Marang,Marang,5.199653,103.203412
Terengganu,Marang,Marang,5.209157,103.208108
Terengganu,Marang,Marang,5.0941,103.2238
Terengganu,Marang,Marang,4.9545,103.2568
Terengganu,Marang,Marang,4.949,103.335
Terengganu,Setiu,Bandar Permaisuri,5.520886,102.746078
Terengganu,Setiu,Bandar Permaisuri,5.522275,102.747193
Terengganu,Setiu,Bandar Permaisuri,5.52031,102.748502
Terengganu,Setiu,Bandar Permaisuri,5.524944,102.748803
Terengganu,Setiu,Bandar Permaisuri,5.5305,102.7558
Terengganu,Setiu,Bandar Permaisuri,5.5172,102.7597
Terengganu,Setiu,Bandar Permaisuri,5.4445,102.835
Terengganu,Setiu,Bandar Permaisuri,5.4687,102.8494
WP,Kuala Lumpur,Kuala Lumpur,3.117,101.6682
WP,Kuala Lumpur,Kuala Lumpur,3.183,101.6755
WP,Kuala Lumpur,Kuala Lumpur,3.188726,101.688534
WP,Kuala Lumpur,Kuala Lumpur,3.1464,101.6996
WP,Kuala Lumpur,Kuala Lumpur,3.162331,101.699864
WP,Kuala Lumpur,Kuala Lumpur,3.156,101.7176
WP,Kuala Lumpur,Kuala Lumpur,3.196267,101.7366
WP,Kuala Lumpur,Kuala Lumpur,3.12188,101.6978
WP,Labuan,Labuan,5.274553,115.175246
WP,Labuan,Labuan,5.2891,115.1969
WP,Labuan,Labuan,5.35352,115.216788
WP,Labuan,Labuan,5.318241,115.230213
WP,Labuan,Labuan,5.3318,115.2339
WP,Labuan,Labuan,5.2937,115.2441
WP,Labuan,Labuan,5.2829,115.2465
WP,Labuan,Labuan,5.28686,115.249747
WP,Putrajaya,Putrajaya,2.962963,101.66958
WP,Putrajaya,Putrajaya,2.9335,101.6729
WP,Putrajaya,Putrajaya,2.93279,101.677648
WP,Putrajaya,Putrajaya,2.9083,101.6787
WP,Putrajaya,Putrajaya,2.957649,101.693098
WP,Putrajaya,Putrajaya,2.9673,101.6965
WP,Putrajaya,Putrajaya,2.9229,101.7022
WP,Putrajaya,Putrajaya,2.950277,101.720735
